time_lable,green_travel_ratio,danci_carbon_kg,trip_all
<15,0.7143071584548553,2.8982279725142264,53.245668881073335
>=60,0.6000379630536262,4.074212303889206,42.284620071989345
"[15,30)",0.6768447292081673,2.636989835246716,51.860824611641874
"[30,45)",0.6093583901029417,3.206030995741825,53.142853903436766
"[45,60)",0.5799330346508998,3.9629629048296,49.415347419926384
