trip_lable,green_travel_ratio,danci_carbon_kg,trip_all
<30,0.5607488583455226,3.292467279059594,13.812229100873896
>=180,0.8448561867377373,3.158280749925316,351.92530070463624
"[120,150)",0.7570298925098067,3.148913833662337,133.73711993865936
"[150,180)",0.7781646854282126,3.109276675893781,163.92454730935987
"[30,60)",0.657435426186053,3.198697063913554,43.09657069085228
"[60,90)",0.6951598409659627,3.1598702415962134,73.34587201839558
"[90,120)",0.7291753489923215,3.14213638360524,103.5716773976552
